shop_num,num_cash_desk,dt,doc_id,item,category,amount,price,discount
6,3,2026-06-04,c68200d5dc,Шторка для душа,товары для ванной,5,6268.96,219.0
6,3,2026-06-04,c68200d5dc,Мыльница пластиковая,товары для ванной,5,8703.02,971.54
6,3,2026-06-04,c68200d5dc,Швабра с отжимом,инвентарь для уборки,2,5070.14,504.72
6,3,2026-06-04,c68200d5dc,Простыня на резинке,текстиль,8,4202.03,343.18
6,3,2026-06-04,c68200d5dc,Тряпка,инвентарь для уборки,8,6523.23,459.64
6,3,2026-06-04,c68200d5dc,Средство для мытья окон,бытовая химия,4,2314.01,138.0
6,3,2026-06-04,c68200d5dc,Настенные часы,декор и интерьер,5,2900.33,124.04
6,3,2026-06-04,c68200d5dc,Пододеяльник,текстиль,4,9076.41,1378.12
6,3,2026-06-04,c68200d5dc,Пододеяльник,текстиль,1,8420.77,1038.32
6,3,2026-06-04,c68200d5dc,Кондиционер,бытовая химия,3,3346.69,512.05
6,3,2026-06-04,c68200d5dc,Ведро,инвентарь для уборки,8,658.89,98.22
6,3,2026-06-04,c68200d5dc,Контейнер пластиковый,хранение,2,6748.07,1575.8
6,3,2026-06-04,c68200d5dc,Простыня на резинке,текстиль,4,1937.4,313.49
6,3,2026-06-04,c68200d5dc,Кастрюля,кухонная утварь,2,8529.62,384.64
6,3,2026-06-04,f961d19105,Корзина для белья,хранение,5,659.19,102.09
6,3,2026-06-04,f961d19105,Держатель для туалетной бумаги,товары для ванной,7,2890.4,703.26
6,3,2026-06-04,f961d19105,Наволочка,текстиль,1,6517.78,1068.57
6,3,2026-06-04,f961d19105,Гель для посуды,бытовая химия,3,7757.63,1272.22
6,3,2026-06-04,f961d19105,Сковорода антипригарная,кухонная утварь,2,169.31,1.43
6,3,2026-06-04,f961d19105,Кастрюля,кухонная утварь,2,1588.13,184.47
6,3,2026-06-04,f961d19105,Настенные часы,декор и интерьер,6,3921.08,337.07
6,3,2026-06-04,f961d19105,Пододеяльник,текстиль,2,2027.78,83.59
6,3,2026-06-04,f961d19105,Салатник стеклянный,посуда,1,8888.09,271.93
6,3,2026-06-04,f961d19105,Скатерть,текстиль,5,239.28,7.73
6,3,2026-06-04,f961d19105,Салатник стеклянный,посуда,7,9275.79,2100.14
6,3,2026-06-04,f961d19105,Салатник стеклянный,посуда,6,9662.2,2718.31
6,3,2026-06-04,f961d19105,Скатерть,текстиль,6,5060.53,281.03
6,3,2026-06-04,f961d19105,Отбеливатель,бытовая химия,2,5582.01,372.26
6,3,2026-06-04,95d2ce337b,Пододеяльник,текстиль,3,9097.87,516.73
6,3,2026-06-04,95d2ce337b,Салатник стеклянный,посуда,9,3759.66,770.45
6,3,2026-06-04,1cd893896a,Держатель для туалетной бумаги,товары для ванной,4,4461.37,664.34
6,3,2026-06-04,1cd893896a,Вакуумный пакет,хранение,10,9164.47,555.09
6,3,2026-06-04,1cd893896a,Кружка керамическая,посуда,6,8322.79,2114.14
6,3,2026-06-04,1cd893896a,Полотенце вафельное,текстиль,6,4595.55,873.06
6,3,2026-06-04,1cd893896a,Совок,инвентарь для уборки,7,3023.17,142.22
6,3,2026-06-04,1cd893896a,Лопатка силиконовая,кухонная утварь,4,670.45,72.8
6,3,2026-06-04,1cd893896a,Ваза стеклянная,декор и интерьер,8,5035.42,1427.91
6,3,2026-06-04,1cd893896a,Кастрюля,кухонная утварь,4,9425.77,367.04
6,3,2026-06-04,1cd893896a,Лопатка силиконовая,кухонная утварь,6,5046.3,711.92
6,3,2026-06-04,1cd893896a,Держатель для туалетной бумаги,товары для ванной,9,7414.76,1165.36
6,3,2026-06-04,1cd893896a,Щетка,инвентарь для уборки,9,5467.82,131.37
6,3,2026-06-04,0b8f40dc7b,Пододеяльник,текстиль,8,8074.05,1524.15
6,3,2026-06-04,0b8f40dc7b,Порошок стиральный,бытовая химия,9,5749.39,1150.85
6,3,2026-06-04,0b8f40dc7b,Стакан граненый,посуда,9,5237.06,1439.34
6,3,2026-06-04,0b8f40dc7b,Стакан для зубных щеток,товары для ванной,2,6234.87,1594.27
6,3,2026-06-04,0b8f40dc7b,Корзина для белья,хранение,8,2519.06,251.17
6,3,2026-06-04,0b8f40dc7b,Скребок для окон,инвентарь для уборки,7,7983.6,1585.98
6,3,2026-06-04,0b8f40dc7b,Швабра с отжимом,инвентарь для уборки,3,8829.54,1801.67
6,3,2026-06-04,0b8f40dc7b,Контейнер пластиковый,хранение,9,1240.78,113.5
6,3,2026-06-04,0b8f40dc7b,Салатник стеклянный,посуда,3,6947.38,50.16
6,3,2026-06-04,0b8f40dc7b,Полотенце вафельное,текстиль,5,1063.98,232.19
6,3,2026-06-04,0b8f40dc7b,Терка,кухонная утварь,7,5686.23,528.69
6,3,2026-06-04,0b8f40dc7b,Органайзер для специй,хранение,9,9260.62,1876.6
6,3,2026-06-04,0b8f40dc7b,Терка,кухонная утварь,1,7854.86,522.96
6,3,2026-06-04,18c447f8ba,Порошок стиральный,бытовая химия,1,281.71,75.51
6,3,2026-06-04,18c447f8ba,Щетка,инвентарь для уборки,10,4255.29,119.11
6,3,2026-06-04,18c447f8ba,Скребок для окон,инвентарь для уборки,10,2028.96,155.93
6,3,2026-06-04,5a0c99a4e5,Держатель для туалетной бумаги,товары для ванной,2,7458.86,1537.64
6,3,2026-06-04,5a0c99a4e5,Ваза стеклянная,декор и интерьер,8,4794.86,871.81
6,3,2026-06-04,5a0c99a4e5,Простыня на резинке,текстиль,6,3439.33,339.22
6,3,2026-06-04,5a0c99a4e5,Свеча декоративная,декор и интерьер,3,7480.63,1229.72
6,3,2026-06-04,5a0c99a4e5,Тарелка глубокая,посуда,2,6599.11,1616.25
6,3,2026-06-04,5a0c99a4e5,Скатерть,текстиль,7,9453.58,843.3
6,3,2026-06-04,5a0c99a4e5,Корзина для белья,хранение,9,8990.79,1788.58
6,3,2026-06-04,b3420291b8,Терка,кухонная утварь,4,7763.43,1046.5
6,3,2026-06-04,b3420291b8,Швабра с отжимом,инвентарь для уборки,6,8233.22,2036.43
6,3,2026-06-04,b3420291b8,Подсвечник керамический,декор и интерьер,9,7642.52,212.52
6,3,2026-06-04,b3420291b8,Подсвечник керамический,декор и интерьер,3,1262.12,61.19
6,3,2026-06-04,b3420291b8,Наволочка,текстиль,2,7274.24,546.43
6,3,2026-06-04,b3420291b8,Ведро,инвентарь для уборки,4,6063.21,156.68
6,3,2026-06-04,b3420291b8,Пододеяльник,текстиль,10,1220.46,18.4
6,3,2026-06-04,df90660fb9,Контейнер пластиковый,хранение,6,8998.91,1389.43
6,3,2026-06-04,df90660fb9,Фоторамка 10х15,декор и интерьер,5,7024.42,204.31
6,3,2026-06-04,df90660fb9,Щетка,инвентарь для уборки,8,1578.39,396.19
6,3,2026-06-04,df90660fb9,Кружка керамическая,посуда,8,2001.73,486.01
6,3,2026-06-04,df90660fb9,Стакан для зубных щеток,товары для ванной,2,5218.32,268.27
6,3,2026-06-04,df90660fb9,Кастрюля,кухонная утварь,1,1286.26,144.39
6,3,2026-06-04,df90660fb9,Швабра с отжимом,инвентарь для уборки,1,3272.03,435.73
6,3,2026-06-04,df90660fb9,Мыльница пластиковая,товары для ванной,6,2825.17,765.42
6,3,2026-06-04,df90660fb9,Сковорода антипригарная,кухонная утварь,10,4327.38,495.97
6,3,2026-06-04,df90660fb9,Щетка,инвентарь для уборки,7,3207.75,321.38
6,3,2026-06-04,df90660fb9,Держатель для туалетной бумаги,товары для ванной,8,6631.41,913.11
6,3,2026-06-04,a38a3ffdae,Швабра с отжимом,инвентарь для уборки,1,2149.37,599.23
6,3,2026-06-04,a38a3ffdae,Кастрюля,кухонная утварь,8,57.51,13.23
6,3,2026-06-04,a38a3ffdae,Вешалка,хранение,10,5739.89,497.39
6,3,2026-06-04,a38a3ffdae,Пододеяльник,текстиль,3,6073.36,481.34
6,3,2026-06-04,a38a3ffdae,Порошок стиральный,бытовая химия,7,3402.38,673.35
6,3,2026-06-04,a38a3ffdae,Гель для посуды,бытовая химия,6,6949.72,1182.61
6,3,2026-06-04,a38a3ffdae,Сковорода антипригарная,кухонная утварь,10,7622.34,1445.26
6,3,2026-06-04,a38a3ffdae,Тарелка глубокая,посуда,4,315.71,77.26
6,3,2026-06-04,51dd107402,Стакан граненый,посуда,5,7574.29,631.98
6,3,2026-06-04,51dd107402,Пододеяльник,текстиль,7,3180.74,67.28
6,3,2026-06-04,51dd107402,Корзина для белья,хранение,9,6385.22,689.6
6,3,2026-06-04,51dd107402,Органайзер для специй,хранение,6,2773.91,247.59
6,3,2026-06-04,51dd107402,Тарелка глубокая,посуда,6,704.79,57.71
6,3,2026-06-04,51dd107402,Ложка столовая,посуда,8,9018.28,1573.51
6,3,2026-06-04,b8e28d57c8,Доска разделочная,кухонная утварь,7,7673.89,1342.47
6,3,2026-06-04,b8e28d57c8,Салатник стеклянный,посуда,7,9995.63,307.8
6,3,2026-06-04,b8e28d57c8,Шторка для душа,товары для ванной,2,108.4,5.79
6,3,2026-06-04,b8e28d57c8,Наволочка,текстиль,1,9276.65,2044.66
6,3,2026-06-04,b8e28d57c8,Вешалка,хранение,7,8233.97,110.44
6,3,2026-06-04,08ea7f4867,Ложка столовая,посуда,10,3653.32,262.41
6,3,2026-06-04,08ea7f4867,Лопатка силиконовая,кухонная утварь,7,8782.56,1559.18
6,3,2026-06-04,08ea7f4867,Терка,кухонная утварь,6,7258.77,382.99
6,3,2026-06-04,08ea7f4867,Кастрюля,кухонная утварь,6,8000.62,1193.57
6,3,2026-06-04,08ea7f4867,Кастрюля,кухонная утварь,3,9305.49,903.83
