shop_num,num_cash_desk,dt,doc_id,item,category,amount,price,discount
1,3,2026-06-04,d1f35e5bbe,Наволочка,текстиль,3,8894.18,74.05
1,3,2026-06-04,d1f35e5bbe,Органайзер для специй,хранение,8,7677.07,1319.62
1,3,2026-06-04,d1f35e5bbe,Таз,инвентарь для уборки,8,4264.43,724.3
1,3,2026-06-04,d1f35e5bbe,Швабра с отжимом,инвентарь для уборки,1,6343.37,972.44
1,3,2026-06-04,d1f35e5bbe,Кондиционер,бытовая химия,10,7245.43,1112.49
1,3,2026-06-04,d1f35e5bbe,Ваза стеклянная,декор и интерьер,3,6751.42,752.37
1,3,2026-06-04,d1f35e5bbe,Сковорода антипригарная,кухонная утварь,1,2750.46,145.95
1,3,2026-06-04,81598f7cb7,Щетка,инвентарь для уборки,1,1243.69,119.62
1,3,2026-06-04,81598f7cb7,Простыня на резинке,текстиль,3,8514.83,2069.83
1,3,2026-06-04,81598f7cb7,Кружка керамическая,посуда,10,8673.56,2481.75
1,3,2026-06-04,81598f7cb7,Кондиционер,бытовая химия,7,5806.2,333.14
1,3,2026-06-04,81598f7cb7,Настенные часы,декор и интерьер,5,2158.79,436.4
1,3,2026-06-04,81598f7cb7,Кондиционер,бытовая химия,3,3982.29,217.36
1,3,2026-06-04,81598f7cb7,Корзина для белья,хранение,4,2921.8,88.38
1,3,2026-06-04,6a3e7c7ba4,Вакуумный пакет,хранение,5,9278.35,712.48
1,3,2026-06-04,6a3e7c7ba4,Тряпка,инвентарь для уборки,5,8110.17,2356.7
1,3,2026-06-04,6a3e7c7ba4,Порошок стиральный,бытовая химия,4,6684.1,2002.24
1,3,2026-06-04,6a3e7c7ba4,Скребок для окон,инвентарь для уборки,6,6846.61,1433.37
1,3,2026-06-04,6a3e7c7ba4,Контейнер пластиковый,хранение,1,7845.97,1862.99
1,3,2026-06-04,6a3e7c7ba4,Стакан граненый,посуда,7,3020.17,447.7
1,3,2026-06-04,6a3e7c7ba4,Терка,кухонная утварь,8,4588.73,205.53
1,3,2026-06-04,6a3e7c7ba4,Ложка столовая,посуда,10,6421.21,1054.06
1,3,2026-06-04,6a3e7c7ba4,Порошок стиральный,бытовая химия,10,718.6,72.96
1,3,2026-06-04,6a3e7c7ba4,Шторка для душа,товары для ванной,9,1696.73,92.43
1,3,2026-06-04,6a3e7c7ba4,Фоторамка 10х15,декор и интерьер,10,7178.65,124.74
1,3,2026-06-04,6efb0f32f3,Кружка керамическая,посуда,2,4854.57,534.63
1,3,2026-06-04,6efb0f32f3,Простыня на резинке,текстиль,6,5571.08,675.9
1,3,2026-06-04,6efb0f32f3,Полотенце вафельное,текстиль,5,9984.46,2535.25
1,3,2026-06-04,6efb0f32f3,Щетка,инвентарь для уборки,9,220.81,55.62
