shop_num,num_cash_desk,dt,doc_id,item,category,amount,price,discount
4,1,2026-06-04,baa05a2d5b,Стакан граненый,посуда,10,1271.1,164.26
4,1,2026-06-04,baa05a2d5b,Пододеяльник,текстиль,2,9183.76,1272.05
4,1,2026-06-04,baa05a2d5b,Простыня на резинке,текстиль,5,9956.9,1318.03
4,1,2026-06-04,baa05a2d5b,Подсвечник керамический,декор и интерьер,7,5996.32,87.81
4,1,2026-06-04,baa05a2d5b,Совок,инвентарь для уборки,6,2788.33,479.33
4,1,2026-06-04,d9bae880cd,Наволочка,текстиль,10,5255.66,100.07
4,1,2026-06-04,d9bae880cd,Вакуумный пакет,хранение,1,7129.41,879.2
4,1,2026-06-04,d9bae880cd,Стакан граненый,посуда,8,5799.8,243.2
4,1,2026-06-04,d9bae880cd,Мыльница пластиковая,товары для ванной,3,5405.42,1330.77
4,1,2026-06-04,d9bae880cd,Коврик резиновый,товары для ванной,7,7148.56,1843.39
4,1,2026-06-04,d9bae880cd,Вакуумный пакет,хранение,10,1613.32,450.15
4,1,2026-06-04,d9bae880cd,Фоторамка 10х15,декор и интерьер,3,909.2,47.4
4,1,2026-06-04,d9bae880cd,Салатник стеклянный,посуда,1,7194.29,1998.6
4,1,2026-06-04,d9bae880cd,Вакуумный пакет,хранение,3,3372.02,992.32
4,1,2026-06-04,d9bae880cd,Лопатка силиконовая,кухонная утварь,10,3057.21,494.11
4,1,2026-06-04,d9bae880cd,Фоторамка 10х15,декор и интерьер,10,9807.28,2865.0
4,1,2026-06-04,5b675dd60b,Кастрюля,кухонная утварь,4,553.52,92.43
4,1,2026-06-04,5b675dd60b,Скатерть,текстиль,4,742.6,44.33
4,1,2026-06-04,5b675dd60b,Средство для мытья окон,бытовая химия,1,2516.15,408.73
4,1,2026-06-04,5b675dd60b,Тряпка,инвентарь для уборки,1,4508.37,1075.25
4,1,2026-06-04,5b675dd60b,Ведро,инвентарь для уборки,9,1631.39,488.26
4,1,2026-06-04,5b675dd60b,Отбеливатель,бытовая химия,7,6626.15,1493.48
4,1,2026-06-04,5b675dd60b,Кружка керамическая,посуда,7,8829.71,1381.7
4,1,2026-06-04,5b675dd60b,Корзина для белья,хранение,1,7611.0,627.83
4,1,2026-06-04,5b675dd60b,Свеча декоративная,декор и интерьер,8,6552.27,1161.12
4,1,2026-06-04,5b675dd60b,Сковорода антипригарная,кухонная утварь,2,1926.99,205.0
4,1,2026-06-04,5b675dd60b,Фоторамка 10х15,декор и интерьер,3,9259.22,241.24
4,1,2026-06-04,5b675dd60b,Тарелка глубокая,посуда,3,2262.64,53.17
4,1,2026-06-04,5b675dd60b,Сковорода антипригарная,кухонная утварь,10,2319.96,123.21
4,1,2026-06-04,5b675dd60b,Отбеливатель,бытовая химия,8,1500.49,0.22
4,1,2026-06-04,d02c1a913e,Наволочка,текстиль,6,5933.88,1641.3
4,1,2026-06-04,d02c1a913e,Шторка для душа,товары для ванной,7,397.49,29.77
4,1,2026-06-04,d02c1a913e,Подсвечник керамический,декор и интерьер,6,1480.48,228.18
4,1,2026-06-04,d02c1a913e,Корзина для белья,хранение,5,182.73,18.31
4,1,2026-06-04,ab8cf71759,Доска разделочная,кухонная утварь,8,434.04,62.21
4,1,2026-06-04,ab8cf71759,Коврик резиновый,товары для ванной,2,3881.3,190.39
4,1,2026-06-04,ab8cf71759,Порошок стиральный,бытовая химия,4,9845.55,2821.37
4,1,2026-06-04,ab8cf71759,Кондиционер,бытовая химия,2,5256.81,282.89
4,1,2026-06-04,ab8cf71759,Органайзер для специй,хранение,7,8575.68,2462.9
4,1,2026-06-04,ab8cf71759,Совок,инвентарь для уборки,10,4431.27,542.34
4,1,2026-06-04,ab8cf71759,Щетка,инвентарь для уборки,3,6358.44,168.28
4,1,2026-06-04,ab8cf71759,Доска разделочная,кухонная утварь,6,4998.14,323.21
4,1,2026-06-04,ab8cf71759,Контейнер пластиковый,хранение,8,4079.73,113.64
4,1,2026-06-04,ab8cf71759,Тарелка глубокая,посуда,7,5339.13,1565.19
4,1,2026-06-04,ab8cf71759,Кондиционер,бытовая химия,1,939.45,122.46
4,1,2026-06-04,70de81c0f1,Гель для посуды,бытовая химия,8,3024.97,222.9
4,1,2026-06-04,70de81c0f1,Терка,кухонная утварь,10,3549.61,219.11
4,1,2026-06-04,70de81c0f1,Фоторамка 10х15,декор и интерьер,10,674.5,75.53
4,1,2026-06-04,70de81c0f1,Стакан для зубных щеток,товары для ванной,3,4117.91,755.79
4,1,2026-06-04,92b1a0eac0,Отбеливатель,бытовая химия,3,7596.34,734.32
4,1,2026-06-04,92b1a0eac0,Кондиционер,бытовая химия,8,9220.47,2615.44
4,1,2026-06-04,92b1a0eac0,Фоторамка 10х15,декор и интерьер,9,5957.35,1292.97
4,1,2026-06-04,92b1a0eac0,Вакуумный пакет,хранение,7,1373.94,69.04
4,1,2026-06-04,92b1a0eac0,Ведро,инвентарь для уборки,3,8678.28,181.74
4,1,2026-06-04,92b1a0eac0,Пододеяльник,текстиль,5,5817.53,431.26
4,1,2026-06-04,92b1a0eac0,Ведро,инвентарь для уборки,4,4880.35,6.17
4,1,2026-06-04,92b1a0eac0,Стакан для зубных щеток,товары для ванной,2,7406.36,1799.11
4,1,2026-06-04,92b1a0eac0,Подсвечник керамический,декор и интерьер,4,6818.13,1803.45
4,1,2026-06-04,92b1a0eac0,Контейнер пластиковый,хранение,8,3808.84,846.49
4,1,2026-06-04,1decc87f75,Полотенце вафельное,текстиль,4,6455.65,445.82
4,1,2026-06-04,1decc87f75,Подсвечник керамический,декор и интерьер,3,3197.88,315.23
4,1,2026-06-04,1decc87f75,Подсвечник керамический,декор и интерьер,9,6965.01,298.84
4,1,2026-06-04,1decc87f75,Швабра с отжимом,инвентарь для уборки,3,9119.16,1398.75
4,1,2026-06-04,1decc87f75,Стакан для зубных щеток,товары для ванной,6,3264.92,796.17
4,1,2026-06-04,1decc87f75,Средство для мытья окон,бытовая химия,4,6149.63,1829.11
4,1,2026-06-04,1decc87f75,Доска разделочная,кухонная утварь,7,4937.63,711.17
4,1,2026-06-04,1decc87f75,Скатерть,текстиль,5,4348.27,875.57
4,1,2026-06-04,1decc87f75,Контейнер пластиковый,хранение,9,778.5,171.74
4,1,2026-06-04,1decc87f75,Свеча декоративная,декор и интерьер,3,186.21,3.17
4,1,2026-06-04,1decc87f75,Скребок для окон,инвентарь для уборки,1,2250.18,334.88
4,1,2026-06-04,1decc87f75,Подсвечник керамический,декор и интерьер,5,8331.21,530.13
4,1,2026-06-04,1decc87f75,Таз,инвентарь для уборки,4,2503.39,449.76
4,1,2026-06-04,d5c06eefcc,Пододеяльник,текстиль,5,2368.56,382.94
