shop_num,num_cash_desk,dt,doc_id,item,category,amount,price,discount
5,1,2026-06-04,7a21c910c0,Свеча декоративная,декор и интерьер,8,5598.67,458.53
5,1,2026-06-04,7a21c910c0,Коврик резиновый,товары для ванной,5,5017.79,505.27
5,1,2026-06-04,7a21c910c0,Сковорода антипригарная,кухонная утварь,7,4212.49,602.77
5,1,2026-06-04,7a21c910c0,Стакан граненый,посуда,10,3100.5,308.51
5,1,2026-06-04,7a21c910c0,Терка,кухонная утварь,10,8482.15,624.25
5,1,2026-06-04,7a21c910c0,Совок,инвентарь для уборки,8,1791.65,22.91
5,1,2026-06-04,7a21c910c0,Ваза стеклянная,декор и интерьер,1,4458.4,1113.53
5,1,2026-06-04,1d8f5437a4,Вакуумный пакет,хранение,1,7881.64,1477.27
5,1,2026-06-04,1d8f5437a4,Полотенце вафельное,текстиль,10,6744.68,1264.15
5,1,2026-06-04,1d8f5437a4,Настенные часы,декор и интерьер,4,3513.57,562.2
5,1,2026-06-04,1d8f5437a4,Мыльница пластиковая,товары для ванной,2,1310.43,372.34
5,1,2026-06-04,252b46054c,Настенные часы,декор и интерьер,10,6827.84,791.34
5,1,2026-06-04,252b46054c,Скребок для окон,инвентарь для уборки,3,6288.63,1053.16
5,1,2026-06-04,03a0d804fe,Скатерть,текстиль,7,9315.64,2526.25
5,1,2026-06-04,03a0d804fe,Сковорода антипригарная,кухонная утварь,6,5251.13,173.22
5,1,2026-06-04,03a0d804fe,Доска разделочная,кухонная утварь,8,1300.86,320.15
5,1,2026-06-04,03a0d804fe,Кондиционер,бытовая химия,5,4201.67,957.95
5,1,2026-06-04,03a0d804fe,Кондиционер,бытовая химия,3,6801.34,1719.85
5,1,2026-06-04,03a0d804fe,Ложка столовая,посуда,9,3484.07,258.12
5,1,2026-06-04,03a0d804fe,Вакуумный пакет,хранение,8,9477.53,1019.33
5,1,2026-06-04,03a0d804fe,Фоторамка 10х15,декор и интерьер,8,558.75,116.97
5,1,2026-06-04,03a0d804fe,Свеча декоративная,декор и интерьер,6,9231.51,161.38
5,1,2026-06-04,03a0d804fe,Коврик резиновый,товары для ванной,2,816.97,129.53
5,1,2026-06-04,03a0d804fe,Коврик резиновый,товары для ванной,2,7695.15,2188.78
5,1,2026-06-04,03a0d804fe,Ведро,инвентарь для уборки,8,5293.99,1452.75
5,1,2026-06-04,48ebab69ea,Шторка для душа,товары для ванной,2,3988.7,210.99
5,1,2026-06-04,c6096173ca,Стакан для зубных щеток,товары для ванной,6,9771.75,2430.4
5,1,2026-06-04,c6096173ca,Сковорода антипригарная,кухонная утварь,5,539.81,158.83
5,1,2026-06-04,c6096173ca,Органайзер для специй,хранение,7,6567.95,873.53
5,1,2026-06-04,c6096173ca,Лопатка силиконовая,кухонная утварь,3,474.74,128.12
5,1,2026-06-04,a569b8213f,Лопатка силиконовая,кухонная утварь,3,3242.02,494.69
5,1,2026-06-04,490a267e56,Отбеливатель,бытовая химия,5,5290.58,671.14
5,1,2026-06-04,490a267e56,Держатель для туалетной бумаги,товары для ванной,9,4133.85,1123.14
5,1,2026-06-04,490a267e56,Тарелка глубокая,посуда,4,4714.38,907.05
5,1,2026-06-04,a130176908,Салатник стеклянный,посуда,6,7570.04,2054.31
5,1,2026-06-04,a130176908,Ложка столовая,посуда,9,1467.42,53.46
5,1,2026-06-04,a130176908,Лопатка силиконовая,кухонная утварь,6,9749.85,2774.98
5,1,2026-06-04,a130176908,Шторка для душа,товары для ванной,6,8747.35,327.61
5,1,2026-06-04,a130176908,Держатель для туалетной бумаги,товары для ванной,10,5363.93,1219.29
5,1,2026-06-04,a130176908,Стакан для зубных щеток,товары для ванной,10,3156.56,486.92
5,1,2026-06-04,a130176908,Наволочка,текстиль,6,7777.33,535.12
5,1,2026-06-04,444a55a88b,Средство для мытья окон,бытовая химия,10,6835.61,258.05
5,1,2026-06-04,444a55a88b,Кондиционер,бытовая химия,2,3967.0,564.33
5,1,2026-06-04,444a55a88b,Шторка для душа,товары для ванной,2,8995.23,55.44
5,1,2026-06-04,444a55a88b,Наволочка,текстиль,7,6287.43,1060.65
5,1,2026-06-04,444a55a88b,Настенные часы,декор и интерьер,10,6146.32,546.61
5,1,2026-06-04,444a55a88b,Скатерть,текстиль,1,643.52,102.18
5,1,2026-06-04,444a55a88b,Шторка для душа,товары для ванной,9,7465.04,765.49
5,1,2026-06-04,444a55a88b,Подсвечник керамический,декор и интерьер,9,218.69,24.81
5,1,2026-06-04,444a55a88b,Кружка керамическая,посуда,6,2052.94,60.42
5,1,2026-06-04,444a55a88b,Пододеяльник,текстиль,7,7014.54,595.24
5,1,2026-06-04,444a55a88b,Стакан для зубных щеток,товары для ванной,3,7375.05,1178.47
5,1,2026-06-04,444a55a88b,Ведро,инвентарь для уборки,1,6980.55,1148.77
5,1,2026-06-04,444a55a88b,Ведро,инвентарь для уборки,4,1716.21,327.64
5,1,2026-06-04,879a4c36a6,Скатерть,текстиль,2,2135.54,110.32
5,1,2026-06-04,879a4c36a6,Вешалка,хранение,4,7960.87,1457.87
5,1,2026-06-04,879a4c36a6,Совок,инвентарь для уборки,7,6649.49,1304.49
5,1,2026-06-04,879a4c36a6,Скатерть,текстиль,5,6615.55,1562.38
5,1,2026-06-04,879a4c36a6,Корзина для белья,хранение,3,3399.21,745.43
5,1,2026-06-04,879a4c36a6,Стакан для зубных щеток,товары для ванной,6,769.7,167.51
5,1,2026-06-04,879a4c36a6,Терка,кухонная утварь,2,7101.09,966.93
5,1,2026-06-04,879a4c36a6,Ваза стеклянная,декор и интерьер,2,1462.98,185.45
5,1,2026-06-04,879a4c36a6,Мыльница пластиковая,товары для ванной,9,4028.89,112.46
5,1,2026-06-04,879a4c36a6,Терка,кухонная утварь,6,9831.99,821.86
5,1,2026-06-04,879a4c36a6,Тарелка глубокая,посуда,10,7117.53,2051.53
5,1,2026-06-04,879a4c36a6,Настенные часы,декор и интерьер,9,2417.29,627.27
5,1,2026-06-04,879a4c36a6,Щетка,инвентарь для уборки,1,1137.46,280.13
5,1,2026-06-04,cc3575967b,Свеча декоративная,декор и интерьер,10,9373.22,2460.5
5,1,2026-06-04,cc3575967b,Таз,инвентарь для уборки,6,9946.42,1817.06
5,1,2026-06-04,cc3575967b,Скатерть,текстиль,8,5573.85,1063.41
5,1,2026-06-04,cc3575967b,Полотенце вафельное,текстиль,3,7011.99,375.22
5,1,2026-06-04,cc3575967b,Наволочка,текстиль,5,2085.63,346.63
5,1,2026-06-04,cc3575967b,Салатник стеклянный,посуда,4,4717.62,1387.95
5,1,2026-06-04,cc3575967b,Фоторамка 10х15,декор и интерьер,7,7659.55,242.32
5,1,2026-06-04,cc3575967b,Таз,инвентарь для уборки,1,2931.28,170.07
5,1,2026-06-04,cc3575967b,Мыльница пластиковая,товары для ванной,6,2793.47,622.52
5,1,2026-06-04,cc3575967b,Ваза стеклянная,декор и интерьер,10,9526.54,21.25
5,1,2026-06-04,cc3575967b,Ваза стеклянная,декор и интерьер,1,3658.97,482.79
5,1,2026-06-04,cc3575967b,Шторка для душа,товары для ванной,5,5876.85,189.82
5,1,2026-06-04,cc3575967b,Отбеливатель,бытовая химия,9,4991.47,1005.71
5,1,2026-06-04,cc3575967b,Ведро,инвентарь для уборки,8,671.36,100.17
5,1,2026-06-04,46e6db921d,Лопатка силиконовая,кухонная утварь,8,9581.75,13.91
5,1,2026-06-04,46e6db921d,Органайзер для специй,хранение,6,539.83,15.8
5,1,2026-06-04,46e6db921d,Шторка для душа,товары для ванной,7,7710.85,1192.98
5,1,2026-06-04,46e6db921d,Наволочка,текстиль,10,7811.79,737.47
5,1,2026-06-04,46e6db921d,Отбеливатель,бытовая химия,2,125.69,5.24
5,1,2026-06-04,46e6db921d,Органайзер для специй,хранение,8,7864.87,367.73
5,1,2026-06-04,46e6db921d,Швабра с отжимом,инвентарь для уборки,5,8261.49,1223.47
5,1,2026-06-04,46e6db921d,Средство для мытья окон,бытовая химия,10,5541.85,1139.72
5,1,2026-06-04,46e6db921d,Вешалка,хранение,5,8743.09,755.28
5,1,2026-06-04,46e6db921d,Контейнер пластиковый,хранение,8,1665.31,371.85
5,1,2026-06-04,46e6db921d,Вешалка,хранение,8,6905.24,1035.4
5,1,2026-06-04,46e6db921d,Стакан граненый,посуда,10,6622.01,72.82
5,1,2026-06-04,46e6db921d,Лопатка силиконовая,кухонная утварь,9,5123.26,882.64
5,1,2026-06-04,cb27cf7d0c,Пододеяльник,текстиль,4,7252.37,1455.54
5,1,2026-06-04,022448fc27,Салатник стеклянный,посуда,10,2269.74,45.16
5,1,2026-06-04,022448fc27,Ваза стеклянная,декор и интерьер,4,2692.53,321.98
5,1,2026-06-04,022448fc27,Ложка столовая,посуда,2,1512.2,416.1
5,1,2026-06-04,022448fc27,Пододеяльник,текстиль,7,1294.16,304.83
5,1,2026-06-04,022448fc27,Щетка,инвентарь для уборки,10,5287.78,1269.91
5,1,2026-06-04,022448fc27,Лопатка силиконовая,кухонная утварь,8,9103.42,1404.91
5,1,2026-06-04,db79816eb0,Мыльница пластиковая,товары для ванной,10,4399.29,471.64
5,1,2026-06-04,db79816eb0,Вакуумный пакет,хранение,3,9649.38,874.42
5,1,2026-06-04,db79816eb0,Органайзер для специй,хранение,5,9466.08,2393.13
5,1,2026-06-04,db79816eb0,Лопатка силиконовая,кухонная утварь,5,1446.21,383.68
5,1,2026-06-04,db79816eb0,Простыня на резинке,текстиль,2,9617.1,1568.96
5,1,2026-06-04,f50d645307,Контейнер пластиковый,хранение,7,5115.01,521.71
5,1,2026-06-04,cc95681f7f,Щетка,инвентарь для уборки,2,1915.5,172.01
5,1,2026-06-04,cc95681f7f,Держатель для туалетной бумаги,товары для ванной,1,2870.02,824.52
5,1,2026-06-04,cc95681f7f,Шторка для душа,товары для ванной,3,677.92,73.56
5,1,2026-06-04,cc95681f7f,Вешалка,хранение,8,9280.15,1348.48
5,1,2026-06-04,cc95681f7f,Скатерть,текстиль,9,5044.27,303.97
5,1,2026-06-04,cc95681f7f,Кондиционер,бытовая химия,9,1267.41,50.81
5,1,2026-06-04,cc95681f7f,Наволочка,текстиль,2,1650.16,489.47
5,1,2026-06-04,cc95681f7f,Простыня на резинке,текстиль,8,8865.06,2239.28
5,1,2026-06-04,cc95681f7f,Терка,кухонная утварь,1,3896.14,622.09
5,1,2026-06-04,cc95681f7f,Совок,инвентарь для уборки,8,5350.22,1265.08
5,1,2026-06-04,cc95681f7f,Гель для посуды,бытовая химия,6,430.81,115.35
5,1,2026-06-04,cc95681f7f,Шторка для душа,товары для ванной,5,529.58,109.07
5,1,2026-06-04,cc95681f7f,Простыня на резинке,текстиль,2,2140.23,541.63
5,1,2026-06-04,7a1faac2ad,Отбеливатель,бытовая химия,4,5946.11,776.43
5,1,2026-06-04,7a1faac2ad,Тарелка глубокая,посуда,4,2889.15,641.0
5,1,2026-06-04,7a1faac2ad,Шторка для душа,товары для ванной,7,4967.71,1217.34
5,1,2026-06-04,7a1faac2ad,Ложка столовая,посуда,5,9802.87,1311.76
5,1,2026-06-04,7a1faac2ad,Порошок стиральный,бытовая химия,8,1862.11,471.36
