shop_num,num_cash_desk,dt,doc_id,item,category,amount,price,discount
2,2,2026-06-04,571acde447,Кондиционер,бытовая химия,6,8882.6,1601.56
2,2,2026-06-04,571acde447,Подсвечник керамический,декор и интерьер,8,2777.98,468.04
2,2,2026-06-04,571acde447,Тарелка глубокая,посуда,2,2432.09,50.87
2,2,2026-06-04,571acde447,Скатерть,текстиль,6,2283.05,205.19
2,2,2026-06-04,571acde447,Отбеливатель,бытовая химия,6,6964.42,1470.7
2,2,2026-06-04,571acde447,Доска разделочная,кухонная утварь,2,2459.53,288.96
2,2,2026-06-04,571acde447,Вешалка,хранение,4,5219.92,510.58
2,2,2026-06-04,571acde447,Органайзер для специй,хранение,10,6237.92,695.78
2,2,2026-06-04,571acde447,Шторка для душа,товары для ванной,10,4402.57,1227.01
2,2,2026-06-04,571acde447,Подсвечник керамический,декор и интерьер,5,7469.92,2090.98
2,2,2026-06-04,571acde447,Стакан для зубных щеток,товары для ванной,9,2635.65,716.21
2,2,2026-06-04,5a084bf2bd,Отбеливатель,бытовая химия,6,1103.81,301.67
2,2,2026-06-04,6f50244c83,Сковорода антипригарная,кухонная утварь,6,328.16,27.85
2,2,2026-06-04,6f50244c83,Скребок для окон,инвентарь для уборки,8,981.67,120.84
2,2,2026-06-04,6f50244c83,Ложка столовая,посуда,10,4146.06,11.69
2,2,2026-06-04,6f50244c83,Полотенце вафельное,текстиль,10,5969.54,1154.33
2,2,2026-06-04,6f50244c83,Стакан для зубных щеток,товары для ванной,1,4734.61,386.64
2,2,2026-06-04,6f50244c83,Свеча декоративная,декор и интерьер,3,3908.13,34.64
2,2,2026-06-04,6f50244c83,Корзина для белья,хранение,8,3501.84,651.13
2,2,2026-06-04,6f50244c83,Держатель для туалетной бумаги,товары для ванной,9,8247.01,428.09
2,2,2026-06-04,6f50244c83,Таз,инвентарь для уборки,8,3118.7,356.04
2,2,2026-06-04,6f50244c83,Отбеливатель,бытовая химия,3,9167.51,801.53
2,2,2026-06-04,6f50244c83,Органайзер для специй,хранение,10,4559.78,930.71
2,2,2026-06-04,6f50244c83,Корзина для белья,хранение,6,9396.33,2179.48
2,2,2026-06-04,0349b91704,Щетка,инвентарь для уборки,7,5615.15,454.31
2,2,2026-06-04,0349b91704,Полотенце вафельное,текстиль,3,9261.17,960.46
2,2,2026-06-04,0349b91704,Полотенце вафельное,текстиль,6,5925.95,214.98
2,2,2026-06-04,0349b91704,Скатерть,текстиль,3,417.38,48.52
2,2,2026-06-04,0349b91704,Фоторамка 10х15,декор и интерьер,9,5828.96,1543.61
2,2,2026-06-04,0349b91704,Подсвечник керамический,декор и интерьер,3,5523.76,989.17
2,2,2026-06-04,3782e7aebc,Стакан граненый,посуда,4,4030.19,157.34
2,2,2026-06-04,63b7a04ee9,Ложка столовая,посуда,4,8935.99,1641.84
2,2,2026-06-04,63b7a04ee9,Отбеливатель,бытовая химия,7,9419.35,225.23
2,2,2026-06-04,63b7a04ee9,Салатник стеклянный,посуда,8,9552.17,2342.67
2,2,2026-06-04,63b7a04ee9,Настенные часы,декор и интерьер,5,1470.94,399.72
2,2,2026-06-04,63b7a04ee9,Стакан для зубных щеток,товары для ванной,8,5642.47,1461.56
2,2,2026-06-04,63b7a04ee9,Тарелка глубокая,посуда,8,2413.2,284.15
2,2,2026-06-04,63b7a04ee9,Контейнер пластиковый,хранение,8,454.13,22.8
2,2,2026-06-04,63b7a04ee9,Ведро,инвентарь для уборки,4,9430.68,1264.22
2,2,2026-06-04,63b7a04ee9,Лопатка силиконовая,кухонная утварь,4,1052.18,251.2
2,2,2026-06-04,63b7a04ee9,Подсвечник керамический,декор и интерьер,5,2308.67,242.28
2,2,2026-06-04,63b7a04ee9,Стакан граненый,посуда,9,8696.35,548.84
2,2,2026-06-04,63b7a04ee9,Полотенце вафельное,текстиль,3,3784.63,1068.39
2,2,2026-06-04,63b7a04ee9,Коврик резиновый,товары для ванной,4,2263.54,644.02
2,2,2026-06-04,f59d44a80f,Органайзер для специй,хранение,2,9403.26,2026.85
2,2,2026-06-04,f59d44a80f,Совок,инвентарь для уборки,7,2849.16,841.06
2,2,2026-06-04,f59d44a80f,Скатерть,текстиль,1,7904.71,374.13
2,2,2026-06-04,f59d44a80f,Кружка керамическая,посуда,2,2976.37,0.95
2,2,2026-06-04,f59d44a80f,Порошок стиральный,бытовая химия,3,7373.14,944.24
2,2,2026-06-04,c0d85c5446,Кондиционер,бытовая химия,3,8107.48,1967.65
2,2,2026-06-04,c0d85c5446,Скребок для окон,инвентарь для уборки,10,5676.44,794.99
2,2,2026-06-04,c0d85c5446,Тряпка,инвентарь для уборки,2,5529.08,111.65
2,2,2026-06-04,c0d85c5446,Подсвечник керамический,декор и интерьер,7,8821.1,504.68
2,2,2026-06-04,c0d85c5446,Тарелка глубокая,посуда,10,7938.8,1408.02
2,2,2026-06-04,c0d85c5446,Фоторамка 10х15,декор и интерьер,9,5603.29,925.18
2,2,2026-06-04,c0d85c5446,Полотенце вафельное,текстиль,7,554.27,55.82
2,2,2026-06-04,6517ff6888,Вакуумный пакет,хранение,2,8772.74,2504.13
2,2,2026-06-04,6517ff6888,Лопатка силиконовая,кухонная утварь,3,942.8,196.63
2,2,2026-06-04,6517ff6888,Сковорода антипригарная,кухонная утварь,3,9847.06,1304.87
2,2,2026-06-04,6517ff6888,Кастрюля,кухонная утварь,5,3812.47,301.7
2,2,2026-06-04,6517ff6888,Коврик резиновый,товары для ванной,5,4045.74,66.32
2,2,2026-06-04,6517ff6888,Кондиционер,бытовая химия,7,2628.94,514.52
2,2,2026-06-04,6517ff6888,Настенные часы,декор и интерьер,5,6209.97,1728.71
2,2,2026-06-04,6517ff6888,Подсвечник керамический,декор и интерьер,8,295.94,49.73
2,2,2026-06-04,6517ff6888,Стакан для зубных щеток,товары для ванной,2,8938.55,681.65
2,2,2026-06-04,6517ff6888,Совок,инвентарь для уборки,8,2437.93,300.33
2,2,2026-06-04,6517ff6888,Простыня на резинке,текстиль,4,5908.18,492.5
2,2,2026-06-04,6517ff6888,Стакан для зубных щеток,товары для ванной,8,1746.57,234.75
2,2,2026-06-04,6517ff6888,Порошок стиральный,бытовая химия,8,8555.23,2289.88
2,2,2026-06-04,d8e1a66b51,Скатерть,текстиль,6,9743.36,2765.51
2,2,2026-06-04,d8e1a66b51,Вешалка,хранение,7,7686.89,775.37
2,2,2026-06-04,d8e1a66b51,Совок,инвентарь для уборки,7,2803.72,614.57
2,2,2026-06-04,d8e1a66b51,Коврик резиновый,товары для ванной,3,2193.45,632.08
2,2,2026-06-04,d8e1a66b51,Вакуумный пакет,хранение,9,3860.56,965.82
2,2,2026-06-04,d8e1a66b51,Скребок для окон,инвентарь для уборки,1,4600.89,997.27
2,2,2026-06-04,e08b4e7c58,Полотенце вафельное,текстиль,1,1474.78,314.96
2,2,2026-06-04,e08b4e7c58,Средство для мытья окон,бытовая химия,4,6572.02,95.59
